"file","id","group","description","defect","status","message","n_warnings","warnings","elapsed","outcome"
"11-parse-internals","P-52",NA,"reference tables carry no NA labels",NA,"PASS",NA,0,NA,0.0047309398651123,"pass"
"11-parse-internals","P-53",NA,"flatten_konsern flattens a deep tree",NA,"PASS",NA,0,NA,0.0609712600708008,"pass"
"11-parse-internals","P-54",NA,"flatten_konsern synthesises the root link form",NA,"PASS",NA,0,NA,0.0272789001464844,"pass"
"11-parse-internals","P-55",NA,"flatten_konsern tolerates dotted date formats","D-17","ERROR","character string is not in a standard unambiguous format",0,NA,0.0292243957519531,"defect_confirmed"
"11-parse-internals","P-56",NA,"flatten_signatur handles ISO birth dates","D-18","FAIL"," logi FALSE",0,NA,0.0021662712097168,"defect_confirmed"
"11-parse-internals","P-57",NA,"flatten_signatur handles dotted birth dates",NA,"PASS",NA,0,NA,0.00994229316711426,"pass"
"11-parse-internals","P-58",NA,"flatten_signatur keeps rules with no persons",NA,"PASS",NA,0,NA,0.00297260284423828,"pass"
"11-parse-internals","P-59",NA,"flatten_signatur returns the documented columns",NA,"PASS",NA,0,NA,0.00531482696533203,"pass"
"11-parse-internals","P-60",NA,"compact drops NULLs only",NA,"PASS",NA,0,NA,0.00464034080505371,"pass"
"12-entity","E-01",NA,"auto registry returns one row",NA,"PASS",NA,0,NA,0.000703811645507812,"pass"
"12-entity","E-02",NA,"org_nr round-trips",NA,"PASS",NA,0,NA,0.00859522819519043,"pass"
"12-entity","E-03",NA,"registry column records the matched registry",NA,"PASS",NA,0,NA,0.00082087516784668,"pass"
"12-entity","E-04",NA,"the documented key columns are present","D-93","PASS",NA,0,NA,0.000718116760253906,"pass_unexpected"
"12-entity","E-04b",NA,"column names follow the package field dictionary as documented",NA,"PASS",NA,0,NA,0.00079655647277832,"pass"
"12-entity","E-05",NA,"declared types are honoured",NA,"PASS",NA,0,NA,0.000528573989868164,"pass"
"12-entity","E-06",NA,"explicit enheter equals auto",NA,"PASS",NA,0,NA,0.169040679931641,"pass"
"12-entity","E-07",NA,"underenheter registry aborts for a hovedenhet",NA,"PASS",NA,0,NA,0.208934307098389,"pass"
"12-entity","E-08",NA,"auto falls through to underenheter",NA,"PASS",NA,0,NA,0.344367265701294,"pass"
"12-entity","E-09",NA,"sub-entity carries the parent org number",NA,"PASS",NA,0,NA,0.168015003204346,"pass"
"12-entity","E-10",NA,"type = label preserves the row count and schema",NA,"PASS",NA,0,NA,4.0053334236145,"pass"
"12-entity","E-11",NA,"type = label translates the legal form",NA,"PASS",NA,0,NA,0.17734169960022,"pass"
"12-entity","E-12",NA,"type = label leaves the org number untouched",NA,"PASS",NA,0,NA,0.170873165130615,"pass"
"12-entity","E-13",NA,"label via pipe equals label via argument",NA,"PASS",NA,0,NA,0.342877149581909,"pass"
"12-entity","E-14",NA,"brreg_label(code=) retains the raw code",NA,"PASS",NA,0,NA,0.00189900398254395,"pass"
"12-entity","E-15",NA,"the 410 branch, when it fires, returns exactly the documented 4-col schema","D-01","FAIL"," logi FALSE",0,NA,0.033839225769043,"defect_confirmed"
"12-entity","E-16",NA,"the 410 branch sets deleted = TRUE and a parsed deletion_date",NA,"PASS",NA,0,NA,0.01511549949646,"pass"
"12-entity","E-17",NA,"type = label has an observable effect even on the reduced deleted-entity schema","D-01","FAIL"," logi FALSE",0,NA,0.0364274978637695,"defect_confirmed"
"12-entity","E-18",NA,"the 410 branch warns",NA,"PASS",NA,0,NA,0.014615535736084,"pass"
"12-entity","E-19a",NA,"precondition: live deletions are actually served as HTTP 200, not 410",NA,"PASS",NA,0,NA,0.160930395126343,"pass"
"12-entity","E-19b",NA,"precondition: a live deleted entity carries the respons_klasse=SlettetEnhet marker",NA,"PASS",NA,0,NA,0.162713050842285,"pass"
"12-entity","E-19c",NA,"brreg_entity() explicitly flags a live deleted entity as deleted","D-91","FAIL"," logi FALSE",1,"Unknown or uninitialised column: `deleted`.",0.168336391448975,"defect_confirmed"
"12-entity","E-19d",NA,"a live deleted entity resolved via the 200 path still warns the caller","D-91","FAIL","no warning raised",0,NA,0.167994737625122,"defect_confirmed"
"12-entity","E-19e",NA,"across every discovered deleted org, brreg_entity() flags each one as deleted","D-91","FAIL"," logi FALSE",8,"Unknown or uninitialised column: `deleted`. / Unknown or uninitialised column: `deleted`. / Unknown or uninitialised column: `deleted`. / Unknown or uninitialised column: `deleted`. / Unknown or uninitialised column: `deleted`. / Unknown or uninitialised column: `deleted`. / Unknown or uninitialised column: `deleted`. / Unknown or uninitialised column: `deleted`.",1.33313608169556,"defect_confirmed"
"12-entity","E-19",NA,"an org number that never existed in the register aborts",NA,"PASS","Entity ""832071404"" not found in the Norwegian Business Registry.
i Searched: ""enheter"" and ""underenheter""",0,NA,0.364245414733887,"pass"
"12-entity","E-20",NA,"invalid check digit aborts before any call",NA,"PASS","Invalid organization number: ""923609017""
i Must be 9 digits starting with 8 or 9, with a modulus-11 check digit.
i Examples: 923609016 (Equinor), 984851006 (DNB Bank)",0,NA,0.0307445526123047,"pass"
"12-entity","E-21",NA,"numeric input is accepted",NA,"PASS",NA,0,NA,0.170940637588501,"pass"
"12-entity","E-22",NA,"vectorised input either works or aborts, never returns one wrong row","D-03","PASS",NA,0,NA,0.000785589218139648,"pass_unexpected"
"12-entity","E-23",NA,"repeated calls are deterministic",NA,"PASS",NA,0,NA,0.341592073440552,"pass"
"12-entity","E-24",NA,"no unnamed list columns leak into the result",NA,"PASS",NA,0,NA,0.000714302062988281,"pass"
"12-entity","E-25",NA,"no column is entirely a JSON blob string",NA,"PASS",NA,0,NA,0.000816822052001953,"pass"
"12-entity","E-26",NA,"bank entity carries the documented key columns","D-93","PASS",NA,0,NA,0.168936491012573,"pass_unexpected"
"12-entity","E-27",NA,"ENK entity carries the documented key columns","D-93","FAIL"," logi FALSE",0,NA,0.167904615402222,"defect_confirmed"
"12-entity","E-28",NA,"NUF entity carries the documented key columns","D-93","FAIL"," logi FALSE",0,NA,0.169204950332642,"defect_confirmed"
"12-entity","E-29",NA,"bankrupt entity carries a bankruptcy date",NA,"PASS",NA,0,NA,0.167815208435059,"pass"
"12-entity","E-30",NA,"the documented key columns are present for every entity type","D-93","FAIL"," logi FALSE",0,NA,1.77562880516052,"defect_confirmed"
"12-entity","E-30b",NA,"bind_rows across heterogeneous entity types never errors and unions gracefully",NA,"PASS",NA,0,NA,1.78273701667786,"pass"
"12-entity","E-31",NA,"brreg_entity makes no filesystem writes",NA,"PASS",NA,0,NA,0.187028884887695,"pass"
"12-entity","E-32",NA,"no nested HAL _links block leaks into the output","D-92","FAIL"," logi FALSE",0,NA,0.00205779075622559,"defect_confirmed"
"12-entity","E-32b",NA,"nested _links are filtered the same way top-level _links are","D-92","FAIL"," logi FALSE",0,NA,0.00361990928649902,"defect_confirmed"
"13-search","S-01",NA,"name search returns rows",NA,"PASS",NA,0,NA,0.000567436218261719,"pass"
"13-search","S-02",NA,"total_matches attribute is set and numeric",NA,"PASS",NA,0,NA,0.0081634521484375,"pass"
"13-search","S-03",NA,"total_matches is at least the returned row count",NA,"PASS",NA,0,NA,0.000629663467407227,"pass"
"13-search","S-04",NA,"search schema matches entity schema minus registry","D-93","FAIL"," logi FALSE",0,NA,0.172909736633301,"defect_confirmed"
"13-search","S-05",NA,"max_results is respected exactly",NA,"PASS",NA,0,NA,0.222981691360474,"pass"
"13-search","S-06",NA,"max_results below the page size does not over-fetch",NA,"PASS",NA,0,NA,0.201119661331177,"pass"
"13-search","S-07",NA,"max_results above the page size paginates",NA,"PASS",NA,0,NA,2.3743257522583,"pass"
"13-search","S-08",NA,"legal_form filter is honoured",NA,"PASS",NA,0,NA,0.274099588394165,"pass"
"13-search","S-09",NA,"municipality filter is honoured on enheter",NA,"PASS",NA,0,NA,0.277145624160767,"pass"
"13-search","S-10",NA,"municipality filter is honoured on underenheter",NA,"PASS",NA,1,"Unknown or uninitialised column: `municipality_code`.",0.282325744628906,"pass"
"13-search","S-11",NA,"nace filter is honoured",NA,"PASS",NA,0,NA,0.291823148727417,"pass"
"13-search","S-12",NA,"min_employees is honoured",NA,"PASS",NA,0,NA,0.312149524688721,"pass"
"13-search","S-13",NA,"max_employees is honoured",NA,"PASS",NA,1,"Unknown or uninitialised column: `employees`.",0.165894746780396,"pass"
"13-search","S-14",NA,"bankrupt filter is honoured",NA,"PASS",NA,0,NA,0.278907537460327,"pass"
"13-search","S-15",NA,"bankrupt on underenheter either filters or signals","D-04","FAIL"," logi FALSE",0,NA,0.212697744369507,"defect_confirmed"
"13-search","S-16",NA,"parent_org_nr filter is honoured",NA,"PASS",NA,0,NA,0.270597696304321,"pass"
"13-search","S-17",NA,"combined filters are ANDed",NA,"PASS",NA,0,NA,0.246916055679321,"pass"
"13-search","S-18",NA,"no-match search returns a typed empty tibble","D-05","FAIL"," logi FALSE",0,NA,0.179983854293823,"defect_confirmed"
"13-search","S-19",NA,"no-match search still reports total_matches zero",NA,"PASS",NA,0,NA,0.169525146484375,"pass"
"13-search","S-20",NA,"type = label preserves total_matches",NA,"PASS",NA,0,NA,3.21079969406128,"pass"
"13-search","S-21",NA,"brreg_label(code=) preserves total_matches","D-07","PASS",NA,0,NA,0.00298857688903809,"pass_unexpected"
"13-search","S-22",NA,"underenheter registry returns rows",NA,"PASS",NA,0,NA,0.232023239135742,"pass"
"13-search","S-23",NA,"results are unique on org_nr",NA,"PASS",NA,0,NA,2.57919335365295,"pass"
"13-search","S-24",NA,"pagination is stable across two identical calls",NA,"PASS",NA,0,NA,3.02257466316223,"pass"
"13-search","S-25",NA,"max_results beyond the API ceiling warns and truncates",NA,"PASS",NA,0,NA,123.918823242188,"pass"
"13-search","S-26",NA,"brreg_underenheter default does not silently truncate a large parent","D-08","PASS",NA,0,NA,1.04319167137146,"pass_unexpected"
"13-search","S-27",NA,"brreg_underenheter with a large cap retrieves everything",NA,"PASS",NA,0,NA,0.472018957138062,"pass"
"13-search","S-28",NA,"brreg_children returns the ORGL hierarchy",NA,"PASS",NA,0,NA,0.196540594100952,"pass"
"13-search","S-29",NA,"brreg_children on an AS returns a typed empty tibble","D-05","FAIL"," logi FALSE",0,NA,0.172893524169922,"defect_confirmed"
"13-search","S-30",NA,"brreg_underenheter type = label works",NA,"PASS",NA,0,NA,0.189811706542969,"pass"
"13-search","S-31",NA,"search never returns list columns",NA,"PASS",NA,0,NA,0.792852401733398,"pass"
"13-search","S-32",NA,"search column types match the dictionary",NA,"PASS",NA,0,NA,0.587088823318481,"pass"
"13-search","S-33",NA,"an unreachable filter combination returns empty, not an error",NA,"PASS",NA,0,NA,0.175398111343384,"pass"
"13-search","S-34",NA,"search and entity agree on a single org",NA,"PASS",NA,0,NA,0.7783362865448,"pass"
"14-roles","R-01",NA,"roles returns rows for a large ASA",NA,"PASS",NA,0,NA,0.000703573226928711,"pass"
"14-roles","R-02",NA,"documented columns are present",NA,"PASS",NA,0,NA,0.0209894180297852,"pass"
"14-roles","R-03",NA,"birth_date is a Date",NA,"PASS",NA,0,NA,0.000661373138427734,"pass"
"14-roles","R-04",NA,"group_modified is a Date",NA,"PASS",NA,0,NA,0.000541448593139648,"pass"
"14-roles","R-05",NA,"org_nr is constant and correct",NA,"PASS",NA,0,NA,0.000535488128662109,"pass"
"14-roles","R-06",NA,"role labels are translated, not raw codes",NA,"PASS",NA,0,NA,0.000489950180053711,"pass"
"14-roles","R-07",NA,"every role_code is known to role_types",NA,"PASS",NA,0,NA,0.000611066818237305,"pass"
"14-roles","R-08",NA,"every role_group_code is known to role_groups",NA,"PASS",NA,0,NA,0.000582695007324219,"pass"
"14-roles","R-09",NA,"person rows carry a person_id",NA,"PASS",NA,0,NA,0.000465154647827148,"pass"
"14-roles","R-10",NA,"entity-held roles carry an org number",NA,"PASS",NA,0,NA,0.000541210174560547,"pass"
"14-roles","R-11",NA,"entity role names are resolved, not JSON",NA,"PASS",NA,0,NA,0.000609397888183594,"pass"
"14-roles","R-12",NA,"person_id is unique per person within one entity",NA,"PASS",NA,0,NA,0.00112152099609375,"pass"
"14-roles","R-13",NA,"schema is identical across 8 different entities","D-09","PASS",NA,0,NA,1.34601211547852,"pass_unexpected"
"14-roles","R-14",NA,"roles bind_rows cleanly across entities",NA,"PASS",NA,0,NA,1.02266669273376,"pass"
"14-roles","R-15",NA,"an entity with no roles yields a typed empty tibble","D-05","SKIP","precondition unavailable",0,NA,0.831708431243896,"skip"
"14-roles","R-16",NA,"a deleted entity is distinguishable from one with no roles","D-10","FAIL"," logi FALSE",0,NA,0.199256896972656,"defect_confirmed"
"14-roles","R-17",NA,"an invalid org number is rejected before the call","D-10","FAIL"," logi FALSE",0,NA,0.191716909408569,"defect_confirmed"
"14-roles","R-18",NA,"repeated calls are deterministic",NA,"PASS",NA,0,NA,0.346911191940308,"pass"
"14-roles","R-19",NA,"roles_legal returns a data frame",NA,"PASS",NA,0,NA,0.291321277618408,"pass"
"14-roles","R-20",NA,"roles_legal columns match the documentation",NA,"PASS",NA,0,NA,0.310920000076294,"pass"
"14-roles","R-21",NA,"roles_legal target org numbers are valid",NA,"PASS",NA,0,NA,0.285171270370483,"pass"
"14-roles","R-22",NA,"roles_legal on an entity with none returns a typed empty tibble","D-05","FAIL"," logi FALSE",0,NA,0.169137716293335,"defect_confirmed"
"14-roles","R-23",NA,"roles_legal warns on an HTTP failure like brreg_roles does","D-06","FAIL","no warning raised",0,NA,0.162295818328857,"defect_confirmed"
"14-roles","R-24",NA,"roles and roles_legal are inverse on at least one pair",NA,"PASS",NA,0,NA,0.464682102203369,"pass"
"14-roles","R-25",NA,"board_summary returns exactly one row",NA,"PASS",NA,0,NA,0.00341510772705078,"pass"
"14-roles","R-26",NA,"board_summary reports the queried org",NA,"PASS",NA,0,NA,0.00249242782592773,"pass"
"14-roles","R-27",NA,"board_summary counts sum to board size",NA,"PASS",NA,0,NA,0.0085151195526123,"pass"
"14-roles","R-28",NA,"board_summary board_size matches an independent count",NA,"PASS",NA,0,NA,0.00253534317016602,"pass"
"14-roles","R-29",NA,"board_summary detects the auditor",NA,"PASS",NA,0,NA,0.00264358520507812,"pass"
"14-roles","R-30",NA,"board_summary auditor org number is valid",NA,"PASS",NA,0,NA,0.0027315616607666,"pass"
"14-roles","R-31",NA,"board_summary on multi-org input aborts or returns one row per org","D-12","FAIL"," logi FALSE",0,NA,0.339993476867676,"defect_confirmed"
"14-roles","R-32",NA,"board_summary on an empty roles tibble does not error",NA,"PASS",NA,14,"Unknown or uninitialised column: `deregistered`. / Unknown or uninitialised column: `role_group_code`. / Unknown or uninitialised column: `person_id`. / Unknown or uninitialised column: `org_nr`. / Unknown or uninitialised column: `role_code`. / Unknown or uninitialised column: `role_code`. / Unknown or uninitialised column: `role_code`. / Unknown or uninitialised column: `role_code`. / Unknown or",0.00986719131469727,"pass"
"14-roles","R-33",NA,"n_employee_elected counts only employee-elected members","D-13","FAIL"," logi FALSE",0,NA,0.00313615798950195,"defect_confirmed"
"14-roles","R-34",NA,"board_summary is stable under row permutation",NA,"PASS",NA,0,NA,0.00490498542785645,"pass"
"15-konsern-signatur","K-01",NA,"konsern returns rows for a group member",NA,"PASS",NA,0,NA,0.000501394271850586,"pass"
"15-konsern-signatur","K-02",NA,"documented columns are present",NA,"PASS",NA,0,NA,0.0142652988433838,"pass"
"15-konsern-signatur","K-03",NA,"relation_date is a Date","D-17","PASS",NA,0,NA,0.000616073608398438,"pass_unexpected"
"15-konsern-signatur","K-04",NA,"relation_date is not entirely NA","D-17","PASS",NA,0,NA,0.000581979751586914,"pass_unexpected"
"15-konsern-signatur","K-05",NA,"exactly one root at level 0",NA,"PASS",NA,0,NA,0.000515937805175781,"pass"
"15-konsern-signatur","K-06",NA,"root link form is the synthesised KKKK",NA,"PASS",NA,0,NA,0.000559806823730469,"pass"
"15-konsern-signatur","K-07",NA,"all node org numbers are valid",NA,"PASS",NA,0,NA,0.00125265121459961,"pass"
"15-konsern-signatur","K-08",NA,"non-root nodes carry a parent",NA,"PASS",NA,0,NA,0.000523090362548828,"pass"
"15-konsern-signatur","K-09",NA,"every parent is itself a node in the tree",NA,"PASS",NA,0,NA,0.000652313232421875,"pass"
"15-konsern-signatur","K-10",NA,"levels are contiguous from zero",NA,"PASS",NA,0,NA,0.000604629516601562,"pass"
"15-konsern-signatur","K-11",NA,"node org numbers are unique",NA,"PASS",NA,0,NA,0.000608682632446289,"pass"
"15-konsern-signatur","K-12",NA,"queried org appears in its own group tree",NA,"PASS",NA,0,NA,0.000535726547241211,"pass"
"15-konsern-signatur","K-13",NA,"an entity outside any group returns a typed empty tibble","D-05","FAIL"," logi FALSE",0,NA,0.192257165908813,"defect_confirmed"
